video_id,in_phase2,in_v1,has_transcript,status,title,channel,upload_date,duration,view_count,source_corpus,uploader,like_count,webpage_url,description,transcript_language,word_count,character_count,transcript_file,transcript_source
Ymi8Cov8hg0,True,False,False,phase2_missing_transcript,"Glimps- 25 Day Countdown International Day of Yoga 2026 in Khajuraho, Madhya Pradesh.",Ministry of Ayush,20260528,75.0,312,phase2,,,,,,,,,none
YnOJWCdX0eY,False,True,False,legacy_only,INTERNATIONAL YOGA DAY 21.06.2016 NEHRU YUVA KENDRA ETAWAH,Dharmesh Singh Tomar,20160624,5298.0,64,v1,Dharmesh Singh Tomar,1.0,https://www.youtube.com/watch?v=YnOJWCdX0eY,,,,,,none
YnpWEXUA2WI,True,False,False,phase2_missing_transcript,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240612,138.0,159,phase2,,,,,,,,,none
Ypwn-vB5jvw,True,False,False,phase2_missing_transcript,PM Modi appreciates Chennai student for promoting Yoga in a unique way…Watch video!,Narendra Modi,20210624,386.0,8793,phase2,,,,,,,,,none
YqBK6R_wCTs,True,False,False,phase2_missing_transcript,UN Secy General Ban Ki moon message on International Day of Yoga,Ministry of Information & Broadcasting,20150622,240.0,121,phase2,,,,,,,,,none
YszEM0XTw9c,False,True,False,legacy_only,Faith Hunter on Yoga | Yoga | Gaiam,Gaiam,20151119,783.0,1499,v1,Gaiam,15.0,https://www.youtube.com/watch?v=YszEM0XTw9c,"Meet yogi Faith Hunter and discover what brought her to the mat and continues to drive and empower her practice.

SUBSCRIBE http://bit.ly/1fovX1i 

Connect with Gaiam Online:
Follow Gaiam on TWITTER: https://twitter.com/Gaiam 
Follow Gaiam on PINTEREST: https://www.pinterest.com/gaiam/ 
Follow Gaiam on INSTAGRAM: https://instagram.com/gaiam/ 
Follow Gaiam on TUMBLR: http://gaiam.tumblr.com/ 
Follow Gaiam on LINKEDIN: https://www.linkedin.com/company/gaiam 
Follow Gaiam on GOOGLE+: https://plus.google.com/+gaiam/posts 
Follow Gaiam on FACEBOOK: https://www.facebook.com/Gaiam 

About Gaiam:
As a leading company for yoga, fitness and wellness products and content, Gaiam is dedicated to making yoga, fitness and wellness accessible. 

Faith Hunter on Yoga | Yoga | Gaiam
http://www.youtube.com/user/gaiam",,,,,none
YuN7qDutOQc,True,False,False,phase2_missing_transcript,International Day of Yoga 2023 - Ocean ring of Yoga,Indian Diplomacy,20230707,97.0,160,phase2,,,,,,,,,none
YwMEcKsq_R0,True,False,False,phase2_missing_transcript,Yoga for Self and Society,EMPC-IGNOU,20240620,3205.0,283,phase2,,,,,,,,,none
YxIl9KqBj2U,False,True,False,legacy_only,Common Yoga Protocol Lisbon,Indembassy Lisbon,20150622,2328.0,232,v1,Indembassy Lisbon,1.0,https://www.youtube.com/watch?v=YxIl9KqBj2U,Yoga performance in Lisbon based on the Common Yoga Protocol,,,,,none
Z-5cexT4CaI,True,False,False,phase2_missing_transcript,Yoga for self and society,Global Writing Corner,20240614,283.0,4988,phase2,,,,,,,,,none
Z-p2ze9jecw,True,False,False,phase2_missing_transcript,International Yoga Day Drawing | Easy Yoga Day Art|Yoga Day 2025 Drawing|Simple Yoga Poster idea,Science Scribbles,20250618,640.0,894,phase2,,,,,,,,,none
Z09qEkLoVeo,True,False,False,phase2_missing_transcript,Make Yoga mass movement: Ayush Minister Shripad Naik,DD News,20160611,265.0,292,phase2,,,,,,,,,none
Z4diFKcv3gE,True,False,False,phase2_missing_transcript,"A glimpse into the vibrant celebration marking 50 Days to International Day of Yoga 2025,",Ministry of Ayush,20250502,69.0,423,phase2,,,,,,,,,none
Z6jMEMLRfXI,False,True,True,legacy_only_with_transcript,International Yoga Day 21 06 2015 Nehru Yuva Kendra Auraiya Part 2,Dharmesh Singh Tomar,20150625,1190.0,15,v1,Dharmesh Singh Tomar,1.0,https://www.youtube.com/watch?v=Z6jMEMLRfXI,,,2681.0,13342.0,data/transcripts/Z6jMEMLRfXI.txt,legacy_archive
Z7O9IBS4cgQ,False,True,False,legacy_only,"Йога, пилатес",Н Ш,20160610,14.0,121,v1,Н Ш,1.0,https://www.youtube.com/watch?v=Z7O9IBS4cgQ,"Занятия по Йоге и пилатес в Студии Мастер Класс, Алматы
Преподаватель-хореограф -  Калабина Екатерина, 15 лет стажа.
Наш сайт: MK-STUDIO.KZ
Инстаграмма: MK_DANCE_ALMATY, а также ODEZHDA_DLYA_TANCEV",,,,,none
Z8ASYVjkEOg,False,True,True,legacy_only_with_transcript,Yoga Ayurveda a Wellness Center in Melbourne offering Yoga and Facial,Big Review TV,20151213,87.0,1859,v1,Big Review TV,4.0,https://www.youtube.com/watch?v=Z8ASYVjkEOg,"Yoga Therapy and Ayurveda Wellness Centre provides an authentic Ayurveda experience on the Sunshine Coast. They specialise in Ayurvedic Health Consultations, Ayurveda spa, and therapeutic treatments for healing on all levels of mind, body and spirit.

Ayurveda Yoga Wellness Centre
205 Gladstone Road Dandenong North Melbourne VIC Australia 3175
 
Watch Video Review by #BigReviewTV #JustPressPlay
BIG Profile: https://goo.gl/KTzHDC

View some of our Producers Picks https://goo.gl/YcfhFj

Download our FREE Big Review TV App to Create & Share your experiences and video reviews https://bigreviewtv.com/app
 
Follow BIG:
https://twitter.com/BigReviewTV
https://www.facebook.com/BigReviewTV
https://instagram.com/bigreviewtv/

Showcase your business:
https://bigreviewtv.com/contact-us
https://bigreviewtv.com/membership
info@bigreviewtv.com

Use Big Review TV to create, view and share videos about your experiences.",en-orig,572.0,3072.0,data/transcripts/Z8ASYVjkEOg.en-orig.txt,legacy_archive
Z8ASYVjkEOg,False,True,True,legacy_only_with_transcript,Yoga Ayurveda a Wellness Center in Melbourne offering Yoga and Facial,Big Review TV,20151213,87.0,1859,v1,Big Review TV,4.0,https://www.youtube.com/watch?v=Z8ASYVjkEOg,"Yoga Therapy and Ayurveda Wellness Centre provides an authentic Ayurveda experience on the Sunshine Coast. They specialise in Ayurvedic Health Consultations, Ayurveda spa, and therapeutic treatments for healing on all levels of mind, body and spirit.

Ayurveda Yoga Wellness Centre
205 Gladstone Road Dandenong North Melbourne VIC Australia 3175
 
Watch Video Review by #BigReviewTV #JustPressPlay
BIG Profile: https://goo.gl/KTzHDC

View some of our Producers Picks https://goo.gl/YcfhFj

Download our FREE Big Review TV App to Create & Share your experiences and video reviews https://bigreviewtv.com/app
 
Follow BIG:
https://twitter.com/BigReviewTV
https://www.facebook.com/BigReviewTV
https://instagram.com/bigreviewtv/

Showcase your business:
https://bigreviewtv.com/contact-us
https://bigreviewtv.com/membership
info@bigreviewtv.com

Use Big Review TV to create, view and share videos about your experiences.",en,572.0,3072.0,data/transcripts/Z8ASYVjkEOg.en.txt,legacy_archive
ZEQ4X6SV85U,False,True,False,legacy_only,Where you can try yoga for free,ABS-CBN News,20150619,773.0,996,v1,ABS-CBN News,3.0,https://www.youtube.com/watch?v=ZEQ4X6SV85U,"This Sunday is not just Father's Day, June 21 also marks the first ever International Day of Yoga! The Indian Embassy has organized an event in Taguig this weekend, so you can discover for yourself the benefits of this centuries-old practice.",,,,,none
ZEzs6A3wiW0,False,True,True,legacy_only_with_transcript,Madre recupera a su hijo Ximena Gutierrez,Evas Urbanas,20150320,163.0,77,v1,Evas Urbanas,,https://www.youtube.com/watch?v=ZEzs6A3wiW0,"Evas Urbanas se transmite todos los Jueves a las 8:00 pm con repetición los domingos a las 9:00 pm a través de VOS TV, EL CANAL DEL ORGULLO NICARAGÜENSE, Canal 14 Dirección y Conducción: Cristyana Somarriba 
www.evasurbanas.com Correo: evasurbanas@vostv.com.ni www.vostv.com.ni Twitter: @evasurbanas @cristyanas www.youtube.com/elcanaldelasevas Instagram: evasurbanas www.pinterest.com/evasurbanas www.facebook.com/evasurbanastv",,1198.0,6528.0,data/transcripts/ZEzs6A3wiW0.txt,legacy_archive
ZFuazWOx7eQ,False,True,True,legacy_only_with_transcript,FBC News Breaks Na vakaleleka 25 02 16,FBC TV,20160225,271.0,224,v1,FBC TV,,https://www.youtube.com/watch?v=ZFuazWOx7eQ,,en-orig,27.0,170.0,data/transcripts/ZFuazWOx7eQ.en-orig.txt,legacy_archive
ZFuazWOx7eQ,False,True,True,legacy_only_with_transcript,FBC News Breaks Na vakaleleka 25 02 16,FBC TV,20160225,271.0,224,v1,FBC TV,,https://www.youtube.com/watch?v=ZFuazWOx7eQ,,en,27.0,170.0,data/transcripts/ZFuazWOx7eQ.en.txt,legacy_archive
ZKbE0otIDaE,True,False,False,phase2_missing_transcript,IDY 2025- BREATHING & MEDITATION SESSION,Ashima Gupta (VedaQHealthfulness),20250623,1481.0,55,phase2,,,,,,,,,none
ZNmXEDIpuXg,False,True,True,legacy_only_with_transcript,IDY Protocol,BangkokScoop,20150703,2089.0,80,v1,BangkokScoop,,https://www.youtube.com/watch?v=ZNmXEDIpuXg,IDY Protocol,,7138.0,40247.0,data/transcripts/ZNmXEDIpuXg.txt,legacy_archive
ZO0yj8NEb4g,False,True,True,legacy_only_with_transcript,Acharya Pratishtha: Do fake snoring to keep your heart healthy,ABP NEWS,20150910,160.0,1428,v1,ABP NEWS,10.0,https://www.youtube.com/watch?v=ZO0yj8NEb4g,"Acharya Pratishtha: Do fake snoring to keep your heart healthy

For latest breaking news, other top stories log on to:  http://www.abplive.in & http://www.youtube.com/abpnewsTV 🔴Watch ABP News Live 24/7 https://www.youtube.com/watch?v=nyd-xznCpJc",,959.0,4458.0,data/transcripts/ZO0yj8NEb4g.txt,legacy_archive
ZOerekxwWsE,False,True,False,legacy_only,PM Modi requests people to make Yoga integral part of life,NYOOOZ TV,20150621,145.0,82,v1,NYOOOZ TV,1.0,https://www.youtube.com/watch?v=ZOerekxwWsE,"Prime Minister Narendra Modi on Sunday on the occasion of the First International Yoga Day addressed a gathering at the Rajpath and requested people to take a pledge to make it an integral part of life. Prime Minister tweeted, ""Greetings to people around the world on first International Day of Yoga.",,,,,none
ZPr-uZMwQY4,False,True,False,legacy_only,YOGA  promo for International Yoga Day,Pampa Biswas,20150622,30.0,203,v1,Pampa Biswas,3.0,https://www.youtube.com/watch?v=ZPr-uZMwQY4,,,,,,none
ZPvjYdERaEI,True,False,False,phase2_missing_transcript,Yoga activity idy 2025#internationalyogaday2025,Nikunjyog,20250621,261.0,26,phase2,,,,,,,,,none
ZQt8OSTmXj0,False,True,True,legacy_only_with_transcript,Seane Corn Detox Flow Yoga | Yoga | Gaiam,Gaiam,20160211,2253.0,543980,v1,Gaiam,3783.0,https://www.youtube.com/watch?v=ZQt8OSTmXj0,"Join Seane Corn for Detox Yoga Flow. Learn Corn’s approach to living a healthier, happier life through a gentle detox process. Experience elevated energy, increased circulation, weight loss, and a calmer mind.

SUBSCRIBE http://bit.ly/1fovX1i 

Connect with Gaiam Online:
Follow Gaiam on TWITTER: https://twitter.com/Gaiam 
Follow Gaiam on PINTEREST: https://www.pinterest.com/gaiam/ 
Follow Gaiam on INSTAGRAM: https://instagram.com/gaiam/ 
Follow Gaiam on TUMBLR: http://gaiam.tumblr.com/ 
Follow Gaiam on LINKEDIN: https://www.linkedin.com/company/gaiam 
Follow Gaiam on GOOGLE+: https://plus.google.com/+gaiam/posts 
Follow Gaiam on FACEBOOK: https://www.facebook.com/Gaiam 

About Gaiam:
As a leading company for yoga, fitness and wellness products and content, Gaiam is dedicated to making yoga, fitness and wellness accessible. 

http://www.youtube.com/user/gaiam",en-en,3810.0,23737.0,data/transcripts/ZQt8OSTmXj0.en-en.txt,legacy_archive
ZQt8OSTmXj0,False,True,True,legacy_only_with_transcript,Seane Corn Detox Flow Yoga | Yoga | Gaiam,Gaiam,20160211,2253.0,543980,v1,Gaiam,3783.0,https://www.youtube.com/watch?v=ZQt8OSTmXj0,"Join Seane Corn for Detox Yoga Flow. Learn Corn’s approach to living a healthier, happier life through a gentle detox process. Experience elevated energy, increased circulation, weight loss, and a calmer mind.

SUBSCRIBE http://bit.ly/1fovX1i 

Connect with Gaiam Online:
Follow Gaiam on TWITTER: https://twitter.com/Gaiam 
Follow Gaiam on PINTEREST: https://www.pinterest.com/gaiam/ 
Follow Gaiam on INSTAGRAM: https://instagram.com/gaiam/ 
Follow Gaiam on TUMBLR: http://gaiam.tumblr.com/ 
Follow Gaiam on LINKEDIN: https://www.linkedin.com/company/gaiam 
Follow Gaiam on GOOGLE+: https://plus.google.com/+gaiam/posts 
Follow Gaiam on FACEBOOK: https://www.facebook.com/Gaiam 

About Gaiam:
As a leading company for yoga, fitness and wellness products and content, Gaiam is dedicated to making yoga, fitness and wellness accessible. 

http://www.youtube.com/user/gaiam",en,3810.0,23737.0,data/transcripts/ZQt8OSTmXj0.en.txt,legacy_archive
ZVFCHZHDGR0,False,True,False,legacy_only,Padahastasan | Yoga Asanas in Hindi | Yoga For Weight Loss | Yoga For Beginners,Pebbles Temple Tourism,20151207,63.0,153,v1,Pebbles Temple Tourism,1.0,https://www.youtube.com/watch?v=ZVFCHZHDGR0,"Pebbles present “Yoga” to take care of your health. Ageing is an internal part of our body growth. It is associated with many complications but if dealt at appropriate time it gives comfort.

The asanas presented by Pebbles are carefully chosen to address this in particular and can be practiced easily. These asanas coupled with requisite breathing practices keeps us refreshed at all times.

Pebbles also offers various other Yoga asanas which cater to the following areas
Yoga For Old Age, Yoga For Sciatica, Yoga For Back Ache, Yoga For Children, Yoga For Beauty, Yoga For High Blood Pressure, Yoga For Heart, Yoga For Obesity, Yoga For Diabetes, Yoga For Meditation, Yoga For Stress Relief, Yoga For Self Improvement.

Disclaimer: Please consult your doctor before performing any asanas suggested by Pebbles

View the Asan - https://youtu.be/ZVFCHZHDGR0

Visit Pebbles Official Website - http://www.pebbles.in

Subscribe to our Channel –https://www.youtube.com/channel/UCz771oM7XH4tYlioBqhMOuw?sub_confirmation=1

Engage with us on Facebook at https://www.facebook.com/PebblesChennai

Please Like, Share, Comment & Subscribe",,,,,none
ZaA653fHNbI,True,False,False,phase2_missing_transcript,"International Yoga Day Celebration 2025 -26 St Jude English Medium School, Pakshikere",ST Jude English Medium school,20250621,107.0,807,phase2,,,,,,,,,none
Zb3NOnN70pQ,False,True,True,legacy_only_with_transcript,8 09 2015 live phone in programme,ದೂರದರ್ಶನ ಚಂದನ - Doordarshan Chandana,20151012,1166.0,94,v1,ದೂರದರ್ಶನ ಚಂದನ - Doordarshan Chandana,1.0,https://www.youtube.com/watch?v=Zb3NOnN70pQ,on pashubhagya yojana dr r k cheluvaiah and p s srikantamurthy,,6597.0,44926.0,data/transcripts/Zb3NOnN70pQ.txt,legacy_archive
ZbicnLm4Upw,False,True,True,legacy_only_with_transcript,"North Park University Women's Basketball vs. IIT Dec. 3, 2015",North Park University Athletics,20151204,148.0,110,v1,North Park University Athletics,,https://www.youtube.com/watch?v=ZbicnLm4Upw,,,1605.0,8173.0,data/transcripts/ZbicnLm4Upw.txt,legacy_archive
Zedcdp4LDI4,False,True,False,legacy_only,"Reiki, Yoga & Meditation, Oh My!",Northwell Health,20160204,440.0,1006,v1,Northwell Health,4.0,https://www.youtube.com/watch?v=Zedcdp4LDI4,"Today's perception of reiki, yoga and meditation is very different from even a decade ago. No longer just for the “free-spirits” among us, those who incorporate these practices into their routines come from all walks of life. But what exactly is reiki? And how does yoga benefit you?",,,,,none
ZelH0Jywa5Q,True,False,False,phase2_missing_transcript,Indian diplomatic community performs yoga asanas in Islamabad,WION,20180621,34.0,265,phase2,,,,,,,,,none
Zfeh1FUs-Ho,False,True,True,legacy_only_with_transcript,Yoga day 2016,"Embassy of India, Caracas",20160624,530.0,52,v1,"Embassy of India, Caracas",,https://www.youtube.com/watch?v=Zfeh1FUs-Ho,,en,1331.0,7665.0,data/transcripts/Zfeh1FUs-Ho.en.txt,legacy_archive
Zi6BXd5OjrI,True,False,False,phase2_missing_transcript,LIVE YOGA SESSION BY DR.TEJASWINI MANOGNA || INTERNATIONAL YOGA DAY 2025,Tejaswini Manogna,20250621,4050.0,37869,phase2,,,,,,,,,none
Zw9gOSluAgs,False,True,True,legacy_only_with_transcript,Balance Yoga & Wellness: Tweens & Athletes Yoga,Balance Yoga & Wellness,20151228,143.0,202,v1,Balance Yoga & Wellness,,https://www.youtube.com/watch?v=Zw9gOSluAgs,,en,814.0,4318.0,data/transcripts/Zw9gOSluAgs.en.txt,legacy_archive
Zw9gOSluAgs,False,True,True,legacy_only_with_transcript,Balance Yoga & Wellness: Tweens & Athletes Yoga,Balance Yoga & Wellness,20151228,143.0,202,v1,Balance Yoga & Wellness,,https://www.youtube.com/watch?v=Zw9gOSluAgs,,en-orig,814.0,4318.0,data/transcripts/Zw9gOSluAgs.en-orig.txt,legacy_archive
ZyL0KYXzLUk,True,False,False,phase2_missing_transcript,"Yoga day 10 @ ministry of Ayush, Government of India",Kishan's University of Sustainability Telugu,20200410,118.0,16,phase2,,,,,,,,,none
_0MwXCqfBhI,False,True,False,legacy_only,FMF Diwali 2016,FMF Foods,20161004,32.0,960,v1,FMF Foods,3.0,https://www.youtube.com/watch?v=_0MwXCqfBhI,A very Happy Diwali 2016 from the FMF Foods Family to yours.,,,,,none
_2N76VAMTTg,False,True,False,legacy_only,12 days countdown to #IDY2023,Ministry of Ayush,20230609,14.0,348,v1,Ministry of Ayush,13.0,https://www.youtube.com/watch?v=_2N76VAMTTg,"Just 1️⃣2️⃣ Days to go for the big celebration of #IDY2023

“Yoga is a symbol of universal aspiration for health and well-being. It is a health assurance on zero budget” - Prime Minister Narendra Modi

With only a few days left, let's make yoga part of our lives. Join us in celebrating the 9th annual #InternationalDayofYoga2023!

To learn more, stay tuned with us.

#IDYArctictoAntartica
#YogaforVasudhaivaKutumbakam 
#HarAnganYoga
#YogaBharatMala
#YogaOceanRing",,,,,none
_8IpP4tZP4k,True,False,False,phase2_missing_transcript,"11th International YOGA Day 2025-Yoga for One Earth, One Health: Event Highlights Watch Now.",Advaita Yoga,20250630,217.0,92,phase2,,,,,,,,,none
_Clih3Gxw8w,True,False,False,phase2_missing_transcript,CGI Jeddah celebrates International Day of Yoga (IDY - 2025),Consulate General of India Jeddah,20250623,158.0,62,phase2,,,,,,,,,none
_IKq9_hxfR8,True,False,False,phase2_missing_transcript,PM Modi Live: PM Modi Live At UN Headquarters: International Yoga Day 2023 | India Today LIVE,India Today,20230622,35614.0,9361,phase2,,,,,,,,,none
_Os9D-PwLC4,True,False,False,phase2_missing_transcript,"Global Leaders, Royals, and Citizens Unite for International Yoga Day 2025",India Today Global,20250621,161.0,47,phase2,,,,,,,,,none
_RfGDud954c,False,True,True,legacy_only_with_transcript,Cultivating Receptivity: The Toolkit of Nada Yoga,Simona Asinovski,20160615,2554.0,45,v1,Simona Asinovski,1.0,https://www.youtube.com/watch?v=_RfGDud954c,"This talk was given for One Salon, at Make School, on Tuesday, May 31st, 2016.",en,9555.0,49918.0,data/transcripts/_RfGDud954c.en.txt,legacy_archive
_RfGDud954c,False,True,True,legacy_only_with_transcript,Cultivating Receptivity: The Toolkit of Nada Yoga,Simona Asinovski,20160615,2554.0,45,v1,Simona Asinovski,1.0,https://www.youtube.com/watch?v=_RfGDud954c,"This talk was given for One Salon, at Make School, on Tuesday, May 31st, 2016.",en-orig,9555.0,49918.0,data/transcripts/_RfGDud954c.en-orig.txt,legacy_archive
_W9uV2M5Lk4,False,True,True,legacy_only_with_transcript,2nd International Yoga Day Advertisement in English,BLACKCATS OFFICIAL,20160602,34.0,773,v1,BLACKCATS OFFICIAL,,https://www.youtube.com/watch?v=_W9uV2M5Lk4,2nd International Yoga Day Advertisement in English,en-orig,132.0,764.0,data/transcripts/_W9uV2M5Lk4.en-orig.txt,legacy_archive
_W9uV2M5Lk4,False,True,True,legacy_only_with_transcript,2nd International Yoga Day Advertisement in English,BLACKCATS OFFICIAL,20160602,34.0,773,v1,BLACKCATS OFFICIAL,,https://www.youtube.com/watch?v=_W9uV2M5Lk4,2nd International Yoga Day Advertisement in English,en,132.0,764.0,data/transcripts/_W9uV2M5Lk4.en.txt,legacy_archive
_W_YVNiXGGE,False,True,False,legacy_only,International Yoga Day celebrated around the world,euronews,20160621,140.0,87073,v1,euronews,1011.0,https://www.youtube.com/watch?v=_W_YVNiXGGE,"Yoga fans across the world have gathered to mark the second International Yoga Day. In Chandigarah, Northern India, Indian Prime Minister Narendra Modi joined thousands of people to perform “asanas” or yoga exercises. There were similar gatherings in Kalahandi district in Odisha, eastern India, but also in Canada, Australia and even Afghanistan. 

In 2014, The United Nations General Assembly declared June 21st the International Day of Yoga following a call from PM Modi during his address to the UN General Assembly.

What are the top stories today? Click to watch: https://www.youtube.com/playlist?list=PLSyY1udCyYqBeDOz400FlseNGNqReKkFd

euronews: the most watched news channel in Europe
Subscribe! http://www.youtube.com/subscription_center?add_user=euronews 

euronews is available in 13 languages: https://www.youtube.com/user/euronewsnetwork/channels

In English:
Website: http://www.euronews.com/news
Facebook: https://www.facebook.com/euronews
Twitter: http://twitter.com/euronews
Google+: http://google.com/+euronews
VKontakte: http://vk.com/en.euronews",,,,,none
_XD1y8gB5uw,True,False,False,phase2_missing_transcript,International day of Yoga,TRT World,20190621,178.0,1930,phase2,,,,,,,,,none
_Yw5vdlCb84,True,False,False,phase2_missing_transcript,"Yoga for One Earth, One Health | IDY 2025 Thailand | Governor of Bangkok on Why Yoga Matters",Indo Thai News,20250623,596.0,151,phase2,,,,,,,,,none
_ZsocsKw4b4,False,True,False,legacy_only,TSPL - 2016,Ayodhya Wijethunga,20160831,417.0,387,v1,Ayodhya Wijethunga,17.0,https://www.youtube.com/watch?v=_ZsocsKw4b4,MAS -TS Annual Cricket Tournament,,,,,none
__cd-Hi0gnQ,True,False,False,phase2_missing_transcript,Yoga international Day #yogaforselfcare @pmoindia @themillenniumschoolhmel @hmel-india,Khwaish The Wonder girl,20240620,60.0,350,phase2,,,,,,,,,none
_czzoFZX0hE,True,False,False,phase2_missing_transcript,International Yoga Day 2025 II Basil Woods School,"Basil Woods School, Hyderabad",20250621,103.0,1078,phase2,,,,,,,,,none
_eGMMUy1QmM,False,True,False,legacy_only,Dubsmash Spartans,Parva Desai,20150912,8.0,70,v1,Parva Desai,1.0,https://www.youtube.com/watch?v=_eGMMUy1QmM,,,,,,none
_giKMfAT04A,False,True,False,legacy_only,Ishavasya Upanishad - 14 by Dr Karanam Aravinda Rao,Advaita Academy,20160530,3265.0,1317,v1,Advaita Academy,18.0,https://www.youtube.com/watch?v=_giKMfAT04A,"#Vedanta #Advaita #AdiShankara #Hinduism #Oneness #Nonduality #Spirituality
Ishavasya is a Upanishad belonging to Shukla Yajurveda comprising 18 verses. It appears as the 40th adhyaya in Samhita. Ishavasya speaks about Karma, Vidya, Avidya and finally the truth that has to be realised. 
Here in this series Dr Karanam Aravinda Rao takes us through Ishavasya Upanishad. Dr. Aravinda Rao, a former Director General of Police, AP, has been a keen student of Vedanta. He holds a Ph.D in Sanskrit and he has been teaching the Gita, Upanishads and the Ramayana online.",,,,,none
_gnqE3gleVk,False,True,False,legacy_only,International Yoga Day Bulgaria 21 June 2016,International Day of Yoga Bulgaria,20160622,42445.0,2859,v1,International Day of Yoga Bulgaria,26.0,https://www.youtube.com/watch?v=_gnqE3gleVk,INTERNATIONAL DAY OF YOGA CELEBRATION IN SOFIA on 21 JUNE 2016 at The National Palace of Culture (NDK),,,,,none
_toQO6FP6eQ,False,True,False,legacy_only,"INTERNATIONAL CONFERENCE ON YOGA FOR HOLISTIC HEALTH  VIGYAN BHAWAN, NEW DELHI  JUNE 21,2015 video 2",Ministry of Ayush,20150622,3720.0,883,v1,Ministry of Ayush,10.0,https://www.youtube.com/watch?v=_toQO6FP6eQ,,,,,,none
_uNzZEEOHsQ,True,False,False,phase2_missing_transcript,Harit Yoga (Plantation Event) 11th IDY 2025,Kankidham Arogya Kendra,20250701,25.0,19,phase2,,,,,,,,,none
a3JgCq_Nj54,False,True,False,legacy_only,Inner and Outer Environment,Brian Jones Connect,20160530,266.0,2253,v1,Brian Jones Connect,88.0,https://www.youtube.com/watch?v=a3JgCq_Nj54,"This is the first in a series of videos speaking from my own experiences with meditation over the last 48 years. Beginning back in 1972 with a practice that now has the name Mindfulness, I came to know the method of what is now called Heartfulness, which I have found to be very effective. If you are interested in an evolutionary approach to your own growth I would recommend Heartfulness Meditation. It's also free to learn and practice. 
www.heartfulness.org  

My art site is www.brianjonesgallery.com
and personal site is www.joyinrealtime.com",,,,,none
a82BHNj5ckc,False,True,False,legacy_only,Stretch Yoga & Side bend exercise by Priya's Wellness,Priya's Wellness,20151128,216.0,664,v1,Priya's Wellness,3.0,https://www.youtube.com/watch?v=a82BHNj5ckc,"Priya's wellness is a centre where members are imparted training in various fitness activities like Yoga, Zumba, functional exercises, kick boxing, nutrition, meditation. We also impart training for weight loss, anti-aging, mental & physical ohealth, law of attraction.  It is located in Mumbai. 

Founder is Priya Chavan, who is a fitness expert, a yoga expert, a Kathak classical dancer, a nutritionist, and author and a wellness entrepreneur. 

Priya will share her insights via weekly videos. Subscribe to our channel for a update on new videos. 

Stay Fit Stay Healthy 

Email at : priyaswellness@gmail.com",,,,,none
aBw1tuS36HY,True,False,False,phase2_missing_transcript,"Yoga for One Earth, One Health | CircusInc",circusincevents,20250702,69.0,7,phase2,,,,,,,,,none
aCShfdSnJYA,False,True,False,legacy_only,Yoga Sutra:Libro1sutra(30/51)Io sono quello.(6di14),Il Decimo Toro,20150911,1784.0,2432,v1,Il Decimo Toro,108.0,https://www.youtube.com/watch?v=aCShfdSnJYA,Yoga Sutra  di Patanjali :l'essenza dalla filosofia e della pratica dello Yoga in 196 sutra.,,,,,none
aEHLa5sa_T8,False,True,False,legacy_only,International Day of Yoga Amsterdam 2018 Live Stream,International Day of Yoga Amsterdam 2018,20180617,26603.0,649,v1,International Day of Yoga Amsterdam 2018,8.0,https://www.youtube.com/watch?v=aEHLa5sa_T8,"Join celebrating International Day of Yoga - 2018 on 17-Jun-2018 at Museumplein, Amsterdam.

Amsterdam to witness largest ever celebration of International Yoga Day in the Netherlands on Sunday, June 17, 2018.

Attractions include yoga sessions, laughter yoga, vegetarian & vegan food, nonalcoholic beverages, instrumental music, Indian Music and more.

Join us by Live Stream in Celebrating International Day of Yoga Amsterdam 2018",,,,,none
aFcZReES734,False,True,True,legacy_only_with_transcript,Sahaj Samdhi  meditation - Laos,Ashish Kumar,20190327,160.0,32,v1,Ashish Kumar,1.0,https://www.youtube.com/watch?v=aFcZReES734,Sahaj Samdhi  meditation,en,1042.0,6346.0,data/transcripts/aFcZReES734.en.txt,legacy_archive
aFcZReES734,False,True,True,legacy_only_with_transcript,Sahaj Samdhi  meditation - Laos,Ashish Kumar,20190327,160.0,32,v1,Ashish Kumar,1.0,https://www.youtube.com/watch?v=aFcZReES734,Sahaj Samdhi  meditation,en-orig,1042.0,6346.0,data/transcripts/aFcZReES734.en-orig.txt,legacy_archive
